946             1270513         215.785         47.7993         10.1095         0.0711778       -11.7465        4.14            13.828          18.5962         17.8675         17.5346         0.0142747       1.66832         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 1.31696
946             1270502         215.609         47.882          10.1024         0.0714421       -11.7956        7.95            13.828          18.2516         17.5179         17.1803         0.0130329       0.3015          0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 0.919708
946             1270504         215.633         47.8809         9.65152         0.0720689       -10.794         4.94            13.828          18.8345         18.2848         18.0287         0.0372884       0.46711         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -0.0223952
946             1270503         215.645         47.919          10.4699         0.0728743       -12.1093        6.18            13.828          17.7701         16.9551         16.5623         0.00529622      0.602739        0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -1.23294
946             1270511         215.732         47.7872         10.7602         0.0718529       -12.1669        5.67            13.828          17.152          16.349          15.9705         0.00218772      1.36461         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 0.302261
946             1372034         215.689         47.7789         10.1439         0.0730026       -10.1744        2.82            13.828          18.4001         17.7742         17.4999         0.00985086      1.15341         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -1.42578
946             1270501         215.582         47.9352         10.5643         0.0729455       -11.7881        2.95            13.828          18.0645         17.2872         16.9431         0.00285472      0.365517        0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -1.33996
946             1270509         215.71          47.856          9.7071          0.071127        -9.79898        0.53            13.828          19.2099         18.6723         18.4603         0.0142487       1.04176         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 1.39331
946             1270506         215.708         47.9391         9.64169         0.0729243       -9.74674        1.11            13.828          18.5665         18.0221         17.7996         0.0350398       1.07268         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -1.30809
946             1270494         215.396         47.985          9.51694         0.0727338       -9.86783        0.94            13.828          19.4495         18.8598         18.6335         0.0358256       1.40624         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -1.02176
946             1270495         215.361         47.898          9.82671         0.0712686       -9.83879        1.36            13.828          19.0158         18.2222         17.8748         0.0324538       1.46896         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 1.18048
946             1270505         215.645         47.8887         9.63279         0.0715044       -9.88504        0.53            13.828          18.5586         17.9422         17.6971         0.0234731       0.555153        0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 0.826069
946             1270512         215.732         47.8024         9.84476         0.0716176       -9.95426        1.23            13.828          18.8422         18.258          18.0152         0.0173677       1.31319         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 0.655925
946             1270499         215.703         47.8517         9.71052         0.0715683       -10.1033        1.96            13.828          18.3155         17.974          17.892          0.0179914       0.99586         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 0.730025
946             1270493         215.335         47.9658         10.1765         0.0726922       -11.4033        7.98            13.828          17.9764         17.2705         16.9287         0.00987177      1.74583         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -0.959238
946             1270491         215.347         47.9184         10.9878         0.0726445       -12.2558        3.85            13.828          17.0762         16.2817         15.9004         0.00115085      1.58539         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 1 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -0.887543
946             1270500         215.587         47.9699         9.59229         0.0714027       -9.61247        0.84            13.828          18.8303         18.3636         18.1878         0.0188882       0.613665        0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 0.978927
946             1270507         215.728         47.9365         9.85543         0.0721223       -9.76685        1.03            13.828          19.0811         18.4765         18.1965         0.0109989       1.19955         0.0722707       18              0.0277303       10.9878         0.00144477      10.7602         1.68888 2 2 0.012 215.567         47.886          0.0722707 214.021 199.596 21616.2 -0.102657
