10.220514       -0.265815       -10.486329
9.609108        -0.302172       -9.911280
9.448991        -0.601820       -10.050811
10.080988       -1.141611       -11.222599
9.793142        -1.962900       -11.756042
9.441990        -0.688779       -10.130769
10.076082       -1.839796       -11.915878
9.118154        -0.765645       -9.883799
9.779531        -2.146959       -11.926490
9.988929        -0.308195       -10.297124
9.784447        -1.917553       -11.702000
9.169578        -0.655261       -9.824839
9.833532        0.115138        -9.718394
9.631049        -1.768117       -11.399166
9.660838        -0.696734       -10.357572
10.195185       -0.355199       -10.550384
10.630205       -1.697265       -12.327470
9.923929        -0.763810       -10.687739
9.768513        -2.126325       -11.894838
9.139854        -1.649546       -10.789400
9.517268        -0.260600       -9.777868
10.271308       -1.355370       -11.626678
9.345812        0.248241        -9.097571
9.235189        -0.269398       -9.504587
9.298934        -0.645723       -9.944657
9.338125        -0.583765       -9.921890
9.871547        -0.143248       -10.014795
9.591301        -0.225173       -9.816474
9.512835        -1.524730       -11.037565
9.882700        -1.857102       -11.739802
9.213664        -0.313644       -9.527308
10.312900       0.264823        -10.048077
9.638368        -0.676691       -10.315059
9.540825        -0.443544       -9.984369
9.540791        -2.304551       -11.845342
9.096626        -0.820879       -9.917505
9.424284        -0.906486       -10.330770
9.700819        -1.544583       -11.245402
10.001177       -1.825180       -11.826357
9.317222        -0.681121       -9.998343
10.659442       -1.281669       -11.941111
10.544237       -1.579513       -12.123750
9.606051        -0.573776       -10.179827
9.006857        -0.882661       -9.889518
9.961895        0.028379        -9.933516
9.579330        -1.892658       -11.471988
9.299661        -0.879646       -10.179307
9.056785        -0.720537       -9.777322
9.320390        -0.568176       -9.888566
10.604916       -1.519308       -12.124224
9.426377        -0.195845       -9.622222
9.216462        -0.684664       -9.901126
9.438143        -0.591427       -10.029570
9.266669        -1.141404       -10.408073
10.178534       -1.870804       -12.049338
9.533399        -0.906000       -10.439399
10.696942       -1.496272       -12.193214
9.153465        -1.046952       -10.200417
9.407835        -1.708451       -11.116286
10.032731       -0.269301       -10.302032
9.902045        -0.266381       -10.168426
10.151211       -1.709580       -11.860791
