329             2206917         126.73          17.1581         9.31272         0.0899394       -10.6463        1.03            14.4491         20.169          19.3714         19.0372         0.0168359       1.68844         0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 -0.638302
329             2175565         126.672         17.3761         10.5094         0.0890187       -11.4889        2.5             14.4491         18.5067         17.5355         17.076          0.00494066      0.447996        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 0.34052
329             2175572         126.69          17.3951         10.2288         0.0905722       -12.0102        5.58            14.4491         18.586          17.7606         17.3795         0.0110038       0.442352        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 -1.31105
329             2175580         126.801         17.4728         10.0919         0.0889813       -10.4324        1.14            14.4491         19.4818         18.5997         18.2121         0.0123666       0.984034        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 0.380281
329             2175574         126.68          17.5484         10.8137         0.0884567       -12.1907        5.89            14.4491         17.7213         16.8469         16.4505         0.00194729      0.660817        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 0.937998
329             2175576         126.712         17.5319         10.5011         0.0896745       -12.0164        3.83            14.4491         17.8596         17.0559         16.6831         0.00459992      0.688928        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 -0.35668
329             2175585         126.841         17.5441         10.653          0.0905879       -11.8795        5.2             14.4491         18.0689         17.202          16.8263         0.00286284      1.32126         0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 -1.32774
329             2175545         126.494         17.2994         10.0794         0.0914109       -11.2854        5.31            14.4491         18.7158         17.9637         17.578          0.0167552       1.0893          0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 -2.2027
329             2175553         126.486         17.4375         9.63482         0.0892789       -9.71919        0.98            14.4491         18.9996         18.5734         18.3985         0.0149089       0.783558        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 0.063894
329             2206918         126.611         17.2779         11.1047         0.0899697       -11.777         7.57            14.4491         17.2495         16.4471         16.063          0.000780116     0.922751        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 1 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 -0.670515
329             2175552         126.503         17.3971         10.2794         0.0889031       -9.9454         1.2             14.4491         18.5111         17.8413         17.5191         0.0062169       0.733675        0.0893391       34              0.0801258       11.1047         0.000452481     10.9122         1.55776 2 2 0.941 126.627         17.4426         0.0893391 307.396 282.186 26801.7 0.463418
